Brand,Out Date,Operating System,Weight,Series,Smartphone,Operating interface,RAM Capacity,CPU speed,CPU generation,Screen Size,Number of cores,Screen Resolution,pixels,FPS,Screen Type,Water resistance,Colors,GPU,Front camera,Camera,Fingerprint reader,WiFi,Min price,Max price,NFC,Bluetooth,Battery capacity,Page number
Samsung,2020,Android,208 גרם,Galaxy Note 20,סמארטפון,מסך מגע,12GB,2730 2500 2000 MHz,5,6.9 אינטש,2+2+4,1440x3088 פיקסלים,494 ppi,120 Hz,Dynamic AMOLED,IP68,"שחור, לבן",Micro SD/T-Flash,10 מגה פיקסל,108 + 12 + 12 מגה פיקסל,כולל,כולל,"2,470","3,799",כולל,5.0,"4,500 mAh",2
Apple,2022,iOS,172 גרם,iPhone 14,סמארטפון,מסך מגע,6GB,1820 3230 MHz,4,6.1 אינטש,4 + 2 ליבות,1170x2532 פיקסלים,460 ppi,לא זמין,Super Retina XDR OLED,IP68,"כחול, סגול, אדום",ללא,12 מגה פיקסל,12 + 12 מגה פיקסלים,לא זמין,כולל,"3,676","4,499",כולל,5.3,לא זמין,2
OnePlus,2023,Android,205 גרם,11,סמארטפון,מסך מגע,16GB,2000 2800 2800 3200 MHz,5,6.7 אינטש,3 + 2 + 2 + 1 ליבות,1440x3216 פיקסלים,525 ppi,120 Hz,LTPO3 Fluid AMOLED,IP64,"שחור, ירוק",ללא,16 מגה פיקסל,50 + 32 + 48 מגה פיקסל,כולל,כולל,"3,372","3,579",אופציונאלי,5.3,"5,000 mAh",2
Xiaomi,2023,Android,יעודכן בקרוב,Poco X5,סמארטפון,מסך מגע,8GB,1800 2200 MHz,5,6.67 אינטש,8 ליבות,1080x2400 פיקסלים,395 ppi,120 Hz,AMOLED,ללא,שחור,microSDHC,13 מגה פיקסל,48 + 8 + 2 מגה פיקסל,כולל,כולל,"1,027","1,499",כולל,5.3,"5,000 mAh",2
Samsung,2022,Android,186 גרם,Galaxy A33,סמארטפון,מסך מגע,6GB,2000 2400 MHz,4,6.4 אינטש,6 + 2 ליבות,1080x2400 פיקסלים,411 ppi,90 Hz,Super AMOLED,IP67,"שחור, לבן, כחול",microSDXC,13 מגה פיקסל,48 + 8 + 5 + 2 מגה פיקסל,כולל,כולל,"1,045","1,300",אופציונאלי,5.1,"5,000 mAh",2
Samsung,2023,Android,199 גרם,Galaxy A34,סמארטפון,מסך מגע,6GB,2000 2600 MHz,4,6.6 אינטש,6 + 2 ליבות,1080x2340 פיקסלים,390 ppi,120 Hz,Super AMOLED,IP67,"כסוף, צהוב",microSDXC,13 מגה פיקסל,48 + 8 + 5 מגה פיקסל,כולל,כולל,"1,115","1,351",אופציונאלי,5.3,"5,000 mAh",2
Google,2022,Android,212 גרם,Pixel 7 Pro,סמארטפון,מסך מגע,12GB,1800 2350 2850 MHz,4,6.7 אינטש,4 + 2 + 2 ליבות,1440x3120 פיקסלים,512 ppi,120 Hz,LTPO AMOLED,IP68,יעודכן בקרוב,ללא,10.8 מגה פיקסל,50 + 48 + 12 מגה פיקסל,כולל,כולל,"3,509","3,899",אופציונאלי,5.2,"5,000 mAh",2
Apple,2020,iOS,228 גרם,iPhone 12 Pro Max,סמארטפון,מסך מגע,יעודכן בקרוב,יעודכן בקרוב,5,6.7 אינטש,6 ליבות,1284x2778 פיקסלים,458 ppi,לא זמין,Super Retina,IP68,"כחול, אפור, כסוף, זהב",ללא,12 מגה פיקסל,12 + 12 + 12 מגה פיקסל,ללא,כולל,"3,449","4,799",כולל,5.0,לא זמין,2
OnePlus,2022,Android,201 גרם,10 Pro,סמארטפון,מסך מגע,12GB,1800 2500 3000 MHz,4,6.7 אינטש,4 + 3 + 1 ליבות,1440x3216 פיקסלים,525 ppi,120 Hz,LTPO2 Fluid AMOLED,IP68,"שחור, לבן",ללא,32 מגה פיקסל,48 + 8 + 50 מגה פיקסל,כולל,כולל,"2,517","3,749",כולל,5.2,"5,000 mAh",2
Samsung,2022,Android,192 גרם,Galaxy A04,סמארטפון,מסך מגע,4GB,1800 2300 MHz,4,6.5 אינטש,4 + 4 ליבות,720x1600 פיקסלים,270 ppi,לא זמין,PLS LCD,לא זמין,"שחור, לבן, ירוק",microSDXC,5 מגה פיקסל,50 + 2 מגה פיקסל,לא זמין,כולל,426,599,ללא,5.0,"5,000 mAh",2
Samsung,2022,Android,195 גרם,Galaxy A13,סמארטפון,מסך מגע,4GB,2000 2000 MHz,4,6.6 אינטש,4 + 4 ליבות,1080x2408 פיקסלים,400 ppi,לא זמין,PLS LCD,לא זמין,"שחור, לבן, כחול",microSDXC,8 מגה פיקסל,50 + 5 + 2 + 2 מגה פיקסל,כולל,כולל,554,718,אופציונאלי,5.0,"5,000 mAh",2
Apple,2022,iOS,203 גרם,iPhone 14 Plus,סמארטפון,מסך מגע,6GB,1820 3230 MHz,4,6.7 אינטש,4 + 2 ליבות,1284x2778 פיקסלים,458 ppi,לא זמין,Super Retina XDR OLED,IP68,"כחול, סגול, אדום",ללא,12 מגה פיקסל,12 + 12 מגה פיקסלים,לא זמין,כולל,"3,666","4,399",כולל,5.3,לא זמין,2
Apple,2020,iOS,189 גרם,iPhone 12 Pro,סמארטפון,מסך מגע,יעודכן בקרוב,יעודכן בקרוב,5,6.1 אינטש,6 ליבות,1170x2532 פיקסלים,460 ppi,לא זמין,Super Retina,IP68,"כחול, אפור, כסוף, זהב",ללא,12 מגה פיקסל,12 + 12 + 12 מגה פיקסל,ללא,כולל,"3,450","4,799",כולל,5.0,לא זמין,2
Samsung,2021,לא רלוונטי,227 גרם,Galaxy S21,סמארטפון,מסך מגע,12GB,2900 2800 2200 MHz,5,6.8 אינטש,1+3+4,1440x3200 פיקסלים,515 ppi,120 Hz,Dynamic AMOLED 2X,IP68,"שחור, כחול, חום, כסוף",Micro SD/T-Flash,40 מגה פיקסל,108 + 10 + 10 + 12 מגה פיקסל,כולל,כולל,"2,749","3,150",כולל,5.0,"5,000 mAh",3
Samsung,2022,Android,177 גרם,Galaxy S21,סמארטפון,מסך מגע,8GB,1800 2420 2840 MHz,4,6.4 אינטש,1 + 3 + 4,1080x2400 פיקסלים,411 ppi,120 Hz,Dynamic AMOLED 2X,IP68,"לבן, סגול, ירוק זית",ללא,32 מגה פיקסל,12 +8 + 12 מגה פיקסל,כולל,כולל,"1,782","2,250",כולל,כולל,"4,500 mAh",3
Xiaomi,2022,Android,202 גרם,Redmi Note 11,סמארטפון,מסך מגע,8GB,1700 2200 MHz,4,6.67 אינטש,6 + 2 ליבות,1080x2400 פיקסלים,395 ppi,120 Hz,Super AMOLED,IP53,"לבן, כחול, אפור",microSDXC,16 מגה פיקסל,108 + 8 + 2 מגה פיקסל,כולל,כולל,"1,025","1,449",אופציונאלי,5.1,"5,000 mAh",3
Xiaomi,2023,Android,171 גרם,13 Lite,סמארטפון,מסך מגע,8GB,1800 2360 2400 MHz,5,6.55 אינטש,4 + 3 + 1 ליבות,1080x2400 פיקסלים,402 ppi,120 Hz,AMOLED,IP53,"שחור, לבן, ורוד",ללא,32 מגה פיקסל,50 + 8 + 2 מגה פיקסל,כולל,כולל,"1,600","2,004",אופציונאלי,5.2,"4,500 mAh",3
Samsung,2020,Android,163 גרם,Galaxy S20,סמארטפון,מסך מגע,8GB,2730 2600 2000 MHz,5,6.2 אינטש,2+2+4,1440x3200 פיקסלים,563 ppi,120 Hz,Dynamic AMOLED 2X,IP68,"כחול, אפור, ורוד",Micro SD/T-Flash,10 מגה פיקסל,12 + 64 + 12 מגה פיקסל,כולל,כולל,"1,375","1,720",כולל,5.0,"4,000 mAh",3
Samsung,2019,Android,157 גרם,Galaxy S10,סמארטפון,מסך מגע,8GB,2700 2300 1900 MHz,4,6.1 אינטש,2+2+4,1440x3040 פיקסלים,550 ppi,יעודכן בקרוב,Dynamic AMOLED,IP68,"שחור, לבן, כחול, צהוב, ורוד, ירוק",Micro SD/T-Flash,10 מגה פיקסל,12+12+16 מגה פיקסל,כולל,כולל,970,"1,320",כולל,5.0,"3,400 mAh",3
Samsung,2022,Android,195 גרם,Galaxy S22,סמארטפון,מסך מגע,8GB,1800 2500 2800 MHz,4,6.6 אינטש,4 + 3 + 1 ליבות,1080x2340 פיקסלים,393 ppi,120 Hz,Dynamic AMOLED 2X,IP68,"שחור, לבן, ירוק, תכלת, ורוד זהב",ללא,10 מגה פיקסל,50 + 10 + 12 מגה פיקסל,כולל,כולל,"3,142","3,699",כולל,5.2,"4,500 mAh",3
Xiaomi,2022,Android,205 גרם,12T Pro,סמארטפון,מסך מגע,12GB,2000 2750 3190 MHz,4,6.67 אינטש,4 + 3 + 1 ליבות,1220x2712 פיקסלים,446 ppi,120 Hz,AMOLED,IP53,"שחור, כחול, כסוף",ללא,20 מגה פיקסל,200 + 8 + 2 מגה פיקסל,כולל,כולל,"2,787","2,855",אופציונאלי,5.2,"5,000 mAh",3
Apple,2021,iOS,240 גרם,iPhone 13,סמארטפון,מסך מגע,6GB,יעודכן בקרוב,5,6.7 אינטש,2 + 4 ליבות,1284x2778 פיקסלים,458 ppi,לא זמין,Super Retina,IP68,"כחול, אפור, כסוף, זהב",ללא,12 מגה פיקסל,12 +12 +12 מגה פיקסל,ללא,כולל,"4,150","4,850",כולל,5.0,לא זמין,3
Samsung,2021,Android,227 גרם,Galaxy S21,סמארטפון,מסך מגע,לא זמין,2200 2800 2900 MHz,4,6.8 אינטש,1 + 3 + 4,1440x3200 פיקסלים,515 ppi,120 Hz,Dynamic AMOLED 2X,IP68,"שחור, כחול, חום, כסוף, טיטניום",ללא,40 מגה פיקסל,108 + 10 + 10 + 12 מגה פיקסל,כולל,כולל,"2,225","3,953",כולל,5.2,"5,000 mAh",3
Xiaomi,2022,Android,190 גרם,Redmi 10C,סמארטפון,מסך מגע,4GB,1900 2400 MHz,4,6.71 אינטש,4 + 4 ליבות,720x1650 פיקסלים,268 ppi,לא זמין,IPS LCD,לא זמין,"כחול, אפור, ירוק",microSDXC,5 מגה פיקסל,50 + 2 מגה פיקסל,כולל,כולל,543,714,אופציונאלי,5.0,"5,000 mAh",3
Samsung,2022,Android,195 גרם,Galaxy S22,סמארטפון,מסך מגע,8GB,1800 2500 2800 MHz,4,6.6 אינטש,4 + 3 + 1 ליבות,1080x2340 פיקסלים,393 ppi,120 Hz,Dynamic AMOLED 2X,IP68,"שחור, לבן, ירוק, תכלת, ורוד זהב",ללא,10 מגה פיקסל,50 + 10 + 12 מגה פיקסל,כולל,כולל,"2,590","3,000",כולל,5.2,"4,500 mAh",3
Xiaomi,2022,Android,179 גרם,Redmi Note 11,סמארטפון,מסך מגע,8GB,2000 2050 MHz,4,6.43 אינטש,6 + 2 ליבות,1080x2400 פיקסלים,409 ppi,90 Hz,AMOLED,IP53,"לבן, כחול, אפור",microSDXC,16 מגה פיקסל,108 + 8 + 2 + 2 מגה פיקסל,כולל,כולל,840,"1,205",אופציונאלי,5.0,"5,000 mAh",3
Google,2021,Android,207 גרם,Pixel 6,סמארטפון,מסך מגע,8GB,1800 2250 2800 MHz,4,6.4 אינטש,4 + 2 + 2 ליבות,1080x2400 פיקסלים,411 ppi,90 Hz,AMOLED,IP68,שחור,ללא,8 מגה פיקסל,50 + 12 מגה פיקסל,כולל,כולל,"1,570","1,790",כולל,5.2,"4,614 mAh",3
Xiaomi,2022,Android,188 גרם,Redmi Note 12,סמארטפון,מסך מגע,4GB,1800 2000 MHz,5,6.67 אינטש,6 + 2 ליבות,1080x2400 פיקסלים,395 ppi,120 Hz,AMOLED,IP53,"שחור, כחול, ירוק",microSDXC,13 מגה פיקסל,48 + 8 + 2 מגה פיקסל,כולל,כולל,779,"1,050",ללא,5.1,"5,000 mAh",3
Samsung,2019,Android,175 גרם,Galaxy S10,סמארטפון,מסך מגע,8GB,2700 2300 1900 MHz,4,6.4 אינטש,2+2+4,1440x3040 פיקסלים,526 ppi,יעודכן בקרוב,Dynamic AMOLED,IP68,"שחור, לבן, כחול, צהוב, ירוק",Micro SD/T-Flash,10 + 8 מגה פיקסל,12 + 12 + 16 מגה פיקסל,כולל,כולל,"1,134","1,399",כולל,5.0,"4,100 mAh",3
Samsung,2020,Android,222 גרם,Galaxy S20,סמארטפון,מסך מגע,12GB,2730 2600 2000 MHz,4,6.9 אינטש,2+2+4,1440x3200 פיקסלים,511 ppi,120 Hz,Dynamic AMOLED 2X,IP68,"שחור, אפור",Micro SD/T-Flash,40 מגה פיקסל,108 + 48 + 12 מגה פיקסל,כולל,כולל,"1,740","1,885",כולל,5.0,"5,000 mAh",3
Xiaomi,2022,Android,185 גרם,13,סמארטפון,מסך מגע,12GB,2000 2800 2800 3200 MHz,5,6.36 אינטש,3 + 2 + 2 + 1 ליבות,1080x2400 פיקסלים,414 ppi,120 Hz,OLED,IP68,"שחור, לבן, כחול, אפור, אדום, צהוב, ירוק",ללא,32 מגה פיקסל,50 + 10 + 12 מגה פיקסל,כולל,כולל,"3,180","3,499",אופציונאלי,5.3,"4,500 mAh",3
